mode,mtd,max_hold_h,tp_mode,tp_r,stop_atr,be,sharpe,calmar,cagr,max_drawdown,n_trades,win_rate,profit_factor,avg_return_pct,avg_hold_bars,exit_reason_counts
sweep,0.5,48,h4_level,,2.0,0.5,0.19807342069680878,0.14989650683021832,0.01554519294004919,-0.10370617213686373,131,0.3435114503816794,1.0594060729746162,0.00023180737502005223,30.69465648854962,"{'target': 46, 'stop': 45, 'breakeven': 39, 'max_hold': 1}"
sweep,0.5,48,h4_level,,2.0,1.0,-0.0301210815893541,-0.0729146797717918,-0.008879187361962027,-0.12177503062143435,116,0.39655172413793105,0.9908778710736769,-4.297769321579169e-05,37.422413793103445,"{'stop': 51, 'target': 50, 'breakeven': 14, 'max_hold': 1}"
sweep,0.5,48,h4_level,,3.0,,0.32824412572946354,0.27837315124570633,0.03171766806567766,-0.11393939366545458,98,0.5204081632653061,1.1022605933256948,0.0005558001107983624,51.0,"{'target': 52, 'stop': 40, 'max_hold': 6}"
sweep,0.5,48,h4_level,,3.0,0.5,0.3071336879951165,0.294170153299127,0.02820446083832895,-0.09587805058404153,110,0.41818181818181815,1.0984454248446658,0.0004462267310588953,42.21818181818182,"{'target': 50, 'stop': 35, 'breakeven': 24, 'max_hold': 1}"
sweep,0.5,48,h4_level,,3.0,1.0,0.3028291353809197,0.23371840960698032,0.0284769062026895,-0.12184280327157848,99,0.48484848484848486,1.0949092330143118,0.0005030941499686807,49.898989898989896,"{'target': 51, 'stop': 39, 'breakeven': 7, 'max_hold': 2}"
sweep,0.5,48,atr,2.0,0.5,,-0.2990998722118768,-0.23731761262403772,-0.02833528485846537,-0.119398153997759,144,0.3333333333333333,0.935657603446181,-0.0002516516331369037,20.416666666666668,"{'stop': 96, 'target': 48}"
sweep,0.5,48,atr,2.0,0.5,0.5,-1.4047023520129378,-0.5739628804048685,-0.09835729012435668,-0.171365245876138,187,0.24598930481283424,0.732798667514069,-0.0007832486979318065,11.786096256684491,"{'stop': 81, 'breakeven': 60, 'target': 46}"
sweep,0.5,48,atr,2.0,0.5,1.0,-0.9521844946558558,-0.46027942515933695,-0.07340148924352163,-0.1594715845013318,160,0.26875,0.8052110029033381,-0.0006636298912551497,16.58125,"{'stop': 85, 'target': 43, 'breakeven': 32}"
sweep,0.5,48,atr,2.0,1.0,,-0.17184388056360747,-0.1800971317837213,-0.020176103486338692,-0.11202901060394554,123,0.34146341463414637,0.960917370874954,-0.00018560948932559517,30.96747967479675,"{'stop': 81, 'target': 41, 'max_hold': 1}"
sweep,0.5,48,atr,2.0,1.0,0.5,-0.7882754599062695,-0.4182607221190983,-0.06624218843938112,-0.1583753504363694,158,0.23417721518987342,0.8268967800084606,-0.0005974174280104856,18.075949367088608,"{'stop': 64, 'breakeven': 57, 'target': 37}"
sweep,0.5,48,atr,2.0,1.0,1.0,-0.6709187301975125,-0.35740394362618383,-0.06010697171593393,-0.16817657663789254,134,0.27611940298507465,0.8484978787203099,-0.0006292696743130174,25.94776119402985,"{'stop': 72, 'target': 36, 'breakeven': 25, 'max_hold': 1}"
sweep,0.5,48,atr,2.0,1.5,,-0.38240715004938275,-0.31388173527210933,-0.043957249043156454,-0.1400439850539541,108,0.3425925925925926,0.9074598825445945,-0.0005301065046207651,39.77777777777778,"{'stop': 70, 'target': 35, 'max_hold': 3}"
sweep,0.5,48,atr,2.0,1.5,0.5,-0.9599348856023395,-0.5151412683504105,-0.09003554795870439,-0.174778363704032,138,0.2318840579710145,0.7770272530348439,-0.0009466185313703268,26.0,"{'stop': 56, 'breakeven': 50, 'target': 31, 'max_hold': 1}"
sweep,0.5,48,atr,2.0,1.5,1.0,-0.6220938213779897,-0.3739655578453744,-0.06560926377970511,-0.17544199566857688,117,0.29914529914529914,0.8495609050675234,-0.0007793703920862849,35.717948717948715,"{'stop': 65, 'target': 33, 'breakeven': 17, 'max_hold': 2}"
